time,acc.x,acc.y,acc.z
1385095132.397027,0.069091796875,0.017578125,1.06103515625
1385095132.417676,0.061767578125,0.025390625,1.062744140625
1385095132.438012,0.072998046875,0.021728515625,1.071533203125
1385095132.453181,0.06298828125,0.008056640625,1.06396484375
1385095132.471727,0.057373046875,0.00830078125,1.06396484375
1385095132.490086,0.0517578125,0.007080078125,1.081787109375
1385095132.509366,0.063720703125,0.01123046875,1.081787109375
1385095132.528669,0.078125,0.00732421875,1.052490234375
1385095132.54313,0.047119140625,0.0068359375,1.061767578125
1385095132.561492,0.060546875,-0.001708984375,1.04638671875
1385095132.578653,0.06103515625,0.0146484375,1.088134765625
1385095132.59706,0.036376953125,0.0126953125,1.034423828125
1385095132.615512,0.02880859375,0.020751953125,1.0517578125
1385095132.634881,0.05517578125,0.009521484375,1.083984375
1385095132.653481,0.074951171875,-0.023193359375,1.00244140625
1385095132.671897,0.091796875,-0.017578125,0.975830078125
1385095132.686966,0.0869140625,-0.029541015625,1.01904296875
1385095132.705431,0.060546875,-0.0439453125,0.976318359375
1385095132.720428,0.053955078125,-0.024169921875,0.9716796875
1385095132.735939,0.05615234375,-0.00048828125,0.987060546875
1385095132.747569,0.068115234375,0.02001953125,1.018798828125
1385095132.766658,0.002685546875,-0.031494140625,1.116455078125
1385095132.796146,-0.066650390625,0.01513671875,1.21826171875
1385095132.807891,-0.111328125,0.0341796875,1.083740234375
1385095132.827669,0.006103515625,-0.055419921875,1.136474609375
1385095132.838558,-0.021240234375,-0.01513671875,1.199951171875
1385095132.857458,0.023681640625,-0.011474609375,1.037109375
1385095132.887851,0.08203125,0.001220703125,1.1591796875
1385095132.899646,0.1083984375,-0.0146484375,1.03515625
1385095132.917894,0.078857421875,0.006591796875,1.02490234375
1385095132.929261,0.107421875,-0.0263671875,1.198974609375
1385095132.947859,0.072021484375,-0.005615234375,0.93896484375
1385095132.959564,0.07177734375,-0.003173828125,1.06591796875
1385095132.97769,0.047607421875,0.04052734375,1.11376953125
1385095132.991096,0.031005859375,0.0087890625,0.9228515625
1385095133.006562,0.052001953125,-0.00146484375,1.263671875
1385095133.017875,0.026123046875,-0.009765625,1.134521484375
1385095133.03706,0.038330078125,0.0029296875,1.127197265625
1385095133.047968,0.039794921875,-0.02099609375,1.18505859375
1385095133.066558,0.04541015625,-0.002197265625,1.1650390625
1385095133.096639,0.049560546875,-0.01953125,1.1396484375
1385095133.108232,0.043212890625,0.018310546875,1.01953125
1385095133.127459,0.0361328125,0.017333984375,1.02392578125
1385095133.139128,0.011474609375,0.009521484375,1.02783203125
1385095133.15742,0.033935546875,0.000244140625,1.08203125
1385095133.168872,0.0205078125,-0.0126953125,1.135498046875
1385095133.176278,0.02099609375,0.023681640625,0.954345703125
1385095133.187172,0.013671875,-0.001220703125,1.072509765625
1385095133.198576,0.051513671875,0.017333984375,1.00244140625
1385095133.216764,0.037841796875,-0.020751953125,1.111083984375
1385095133.229349,0.017578125,-0.00048828125,1.050048828125
1385095133.247649,0.010498046875,0.00390625,0.9580078125
1385095133.258502,0.042236328125,-0.00146484375,1.146484375
1385095133.276869,0.05029296875,-0.02001953125,1.240478515625
1385095133.306611,0.028076171875,0.020751953125,0.910888671875
1385095133.321859,0.031982421875,-0.0126953125,1.164306640625
1385095133.344749,0.0458984375,-0.023193359375,1.207275390625
1385095133.3566,0.02294921875,-0.004150390625,0.991943359375
1385095133.372024,0.00927734375,-0.009521484375,0.96630859375
1385095133.391475,0.02099609375,-0.013671875,1.041015625
1385095133.402745,0.026123046875,0.008544921875,1.1337890625
1385095133.434328,0.0302734375,-0.021728515625,1.11572265625
1385095133.452836,0.03466796875,-0.026123046875,1.049560546875
1385095133.463702,0.026611328125,0.0146484375,0.94189453125
1385095133.494212,0.017578125,-0.01220703125,1.17333984375
1385095133.515855,0.034423828125,0.030517578125,1.041748046875
1385095133.526788,0.04052734375,-0.00634765625,1.2265625
1385095133.546199,0.03955078125,-0.007080078125,1.160888671875
1385095133.557303,0.044921875,-0.005615234375,1.005859375
1385095133.575679,0.03662109375,-0.012451171875,1.00341796875
1385095133.586798,0.0263671875,0.0068359375,1.1318359375
1385095133.605002,0.01806640625,0.0048828125,1.049560546875
1385095133.620233,0.03466796875,-0.037109375,0.960693359375
1385095133.635532,0.045654296875,-0.033203125,1.078125
1385095133.650374,0.021240234375,0.052001953125,1.166259765625
1385095133.665192,-0.00048828125,0.0458984375,1.114501953125
1385095133.681047,0.02197265625,-0.052978515625,1.05224609375
1385095133.69616,0.0244140625,-0.033935546875,1.028564453125
