time,acc.x,acc.y,acc.z
1385512138.416377,0.065673828125,0.06689453125,1.0234375
1385512138.440102,0.06201171875,0.068603515625,1.04150390625
1385512138.457439,0.05029296875,0.068603515625,1.044921875
1385512138.47258,0.044921875,0.083984375,1.05517578125
1385512138.492091,0.0546875,0.08056640625,1.06396484375
1385512138.50739,0.046142578125,0.068115234375,1.0556640625
1385512138.526457,0.028076171875,0.06689453125,1.058349609375
1385512138.54462,0.06787109375,0.066162109375,1.06005859375
1385512138.564605,0.056396484375,0.094970703125,1.02392578125
1385512138.587759,0.06201171875,0.0869140625,1.0146484375
1385512138.606193,0.08154296875,0.118896484375,1.023681640625
1385512138.624768,0.058837890625,0.064208984375,1.08154296875
1385512138.643868,0.02685546875,0.0595703125,1.1533203125
1385512138.662139,0.024658203125,0.034423828125,1.08837890625
1385512138.677013,0.048828125,0.0302734375,1.052978515625
1385512138.696285,0.06884765625,0.01513671875,1.067138671875
1385512138.715453,0.060791015625,0.013671875,1.03466796875
1385512138.726337,0.070556640625,0.037109375,0.998291015625
1385512138.737654,0.125732421875,0.030029296875,0.946044921875
1385512138.748432,0.132080078125,0.019287109375,0.9580078125
1385512138.766893,0.0859375,-0.034912109375,1.09033203125
1385512138.782175,0.047119140625,-0.048095703125,1.209228515625
1385512138.798051,0.113037109375,-0.02978515625,0.9150390625
1385512138.810233,0.1298828125,-0.057861328125,0.932373046875
1385512138.828778,0.1259765625,-0.032470703125,1.088134765625
1385512138.843522,0.076904296875,-0.005615234375,0.979736328125
1385512138.858235,0.041015625,-0.020263671875,1.072509765625
1385512138.873152,0.03125,0.02734375,0.899658203125
1385512138.891246,0.06298828125,-0.01513671875,1.183349609375
1385512138.902101,-0.002197265625,0.031982421875,0.942138671875
1385512138.909483,0.031005859375,-0.02294921875,1.151611328125
1385512138.920044,0.054931640625,0.031982421875,1.11669921875
1385512138.930724,0.015380859375,-0.017822265625,1.021484375
1385512138.938594,0.022705078125,-0.00830078125,1.174560546875
1385512138.949212,0.04248046875,0.033203125,0.972900390625
1385512138.978501,0.046630859375,-0.02978515625,1.182373046875
1385512139.008335,0.050048828125,0.009521484375,1.046875
