time,acc.x,acc.y,acc.z
1385512393.593742,-0.003173828125,0.06494140625,1.04833984375
1385512393.615563,0.010986328125,0.049072265625,1.056640625
1385512393.637192,-0.001708984375,0.050048828125,1.061279296875
1385512393.654223,0.011474609375,0.055908203125,1.06494140625
1385512393.669236,0.0224609375,0.0576171875,1.060791015625
1385512393.688257,0.021484375,0.0654296875,1.054443359375
1385512393.707301,0.00146484375,0.058837890625,1.05615234375
1385512393.726363,0.037109375,0.0615234375,1.06640625
1385512393.742629,0.032958984375,0.07763671875,1.039794921875
1385512393.76206,0.0576171875,0.05908203125,1.06982421875
1385512393.780705,0.058349609375,0.093505859375,1.060546875
1385512393.794677,0.04345703125,0.04931640625,1.060791015625
1385512393.812959,0.009765625,0.057861328125,1.1123046875
1385512393.832127,0.0166015625,0.056884765625,1.04541015625
1385512393.851367,0.05078125,0.056884765625,0.970947265625
1385512393.869762,0.075927734375,0.0380859375,1.009033203125
1385512393.888689,0.077392578125,0.0439453125,1.0107421875
1385512393.910708,0.068359375,0.0771484375,0.966796875
1385512393.918218,0.063232421875,0.090576171875,0.970947265625
1385512393.941475,0.08056640625,0.139404296875,0.9970703125
1385512393.953768,0.040283203125,0.09033203125,1.0224609375
1385512393.969669,0.0908203125,0.0205078125,1.236328125
1385512393.980469,0.075439453125,0.042724609375,1.187744140625
1385512393.988683,0.008056640625,0.06103515625,0.928466796875
1385512393.999507,-0.026611328125,0.049072265625,0.89697265625
1385512394.01462,0.052978515625,-0.0068359375,1.1474609375
1385512394.042363,0.026611328125,0.002685546875,0.97705078125
1385512394.061831,0.023681640625,0.030029296875,1.018798828125
1385512394.072524,0.023193359375,-0.0244140625,0.953369140625
1385512394.080962,0.022216796875,0.025146484375,1.083984375
1385512394.092612,0.02978515625,0.026123046875,1.03955078125
1385512394.10349,0.058837890625,-0.029296875,1.03955078125
1385512394.122638,0.01025390625,-0.003662109375,0.976318359375
1385512394.134411,0.038818359375,0.0146484375,1.06591796875
1385512394.152823,0.03125,-0.05126953125,1.075927734375
1385512394.16405,-0.007568359375,0.042724609375,1.046875
1385512394.171686,0.06103515625,-0.021484375,0.986083984375
1385512394.201935,0.018310546875,0.000244140625,1.11669921875
1385512394.233997,-0.003662109375,0.027587890625,1.018798828125
1385512394.248738,0.05029296875,-0.0517578125,1.089599609375
1385512394.268083,0.036376953125,-0.038330078125,1.03759765625
1385512394.27997,0.00341796875,0.0302734375,1.1005859375
1385512394.29626,0.03076171875,-0.00634765625,1.165771484375
1385512394.315984,-0.00146484375,-0.00634765625,1.09765625
1385512394.328637,0.02587890625,0.008544921875,0.989501953125
1385512394.343549,0.0576171875,-0.015625,1.079833984375
1385512394.359448,0.004150390625,0.00634765625,1.149169921875
1385512394.374649,0.011962890625,0.0439453125,1.024658203125
1385512394.385531,0.063720703125,-0.053955078125,1.03466796875
1385512394.401396,0.026611328125,-0.0615234375,1.097900390625
1385512394.413232,-0.006103515625,0.037353515625,1.037109375
1385512394.424979,0.028076171875,-0.043212890625,1.008056640625
1385512394.440037,0.028564453125,-0.018798828125,1.134765625
1385512394.454987,0.017822265625,-0.0166015625,1.11181640625
1385512394.469836,0.05517578125,-0.014892578125,1.05419921875
1385512394.480704,0.037353515625,0.014892578125,1.09814453125
1385512394.488149,0.051513671875,-0.013427734375,1.167236328125
1385512394.504362,-0.004150390625,0.0087890625,1.05859375
1385512394.513103,0.010986328125,-0.028564453125,1.03125
1385512394.531446,0.04736328125,-0.0234375,1.08642578125
