time,gyro.x,gyro.y,gyro.z
1385095132.409904,3.7841796875,-0.3662109375,0.42724609375
1385095132.429412,-3.72314453125,0.67138671875,6.28662109375
1385095132.448876,-2.01416015625,5.31005859375,2.86865234375
1385095132.468422,-0.91552734375,5.0048828125,-0.3662109375
1385095132.482577,1.46484375,7.32421875,0.9765625
1385095132.501033,1.8310546875,5.2490234375,2.9296875
1385095132.520309,-3.11279296875,3.96728515625,1.708984375
1385095132.53968,-3.2958984375,-5.79833984375,2.9296875
1385095132.558111,-7.2021484375,10.55908203125,-5.126953125
1385095132.574453,-0.06103515625,-3.662109375,2.44140625
1385095132.593733,-5.126953125,6.04248046875,-3.11279296875
1385095132.612183,-9.27734375,4.638671875,-7.2021484375
1385095132.627386,-7.9345703125,4.8828125,-6.53076171875
1385095132.645814,-12.75634765625,10.7421875,-9.1552734375
1385095132.664301,-18.85986328125,11.962890625,0.67138671875
1385095132.683684,-14.95361328125,11.23046875,5.55419921875
1385095132.694531,-9.21630859375,8.30078125,2.8076171875
1385095132.724371,-5.67626953125,16.9677734375,3.41796875
1385095132.755845,14.6484375,15.80810546875,1.03759765625
1385095132.784836,-12.51220703125,0.732421875,-7.6904296875
1385095132.815841,-22.4609375,8.72802734375,-13.48876953125
1385095132.845883,-23.98681640625,-19.47021484375,-23.49853515625
1385095132.872784,-39.48974609375,5.37109375,-7.8125
1385095132.90287,-43.701171875,35.15625,3.96728515625
1385095132.936833,-12.51220703125,34.66796875,-1.77001953125
1385095132.962821,18.85986328125,4.5166015625,3.90625
1385095132.981946,32.3486328125,13.00048828125,20.263671875
1385095132.994618,34.0576171875,-2.9296875,32.2265625
1385095133.025367,23.5595703125,-12.20703125,43.212890625
1385095133.055779,-5.2490234375,-13.61083984375,49.98779296875
1385095133.074066,-0.42724609375,-25.45166015625,51.26953125
1385095133.084837,-26.67236328125,-3.96728515625,56.82373046875
1385095133.115746,-26.611328125,-3.35693359375,62.5
1385095133.146514,-18.6767578125,6.4697265625,64.88037109375
1385095133.206031,15.13671875,12.63427734375,76.2939453125
1385095133.236772,26.4892578125,-17.51708984375,66.2841796875
1385095133.26602,27.77099609375,2.3193359375,75.25634765625
1385095133.285315,18.06640625,-5.37109375,71.35009765625
1385095133.29629,11.90185546875,-29.4189453125,67.626953125
1385095133.325202,3.662109375,1.220703125,74.15771484375
1385095133.361044,-21.91162109375,-16.90673828125,68.7255859375
1385095133.410202,-16.357421875,10.498046875,72.08251953125
1385095133.423198,-17.76123046875,2.5634765625,65.5517578125
1385095133.437687,-17.7001953125,7.50732421875,62.6220703125
1385095133.467918,1.64794921875,-3.72314453125,59.26513671875
1385095133.482827,-10.1318359375,18.49365234375,63.1103515625
1385095133.486742,15.68603515625,-1.52587890625,63.17138671875
1385095133.49758,11.16943359375,21.3623046875,63.29345703125
1385095133.505116,37.90283203125,-8.23974609375,61.767578125
1385095133.535322,49.37744140625,21.1181640625,61.82861328125
1385095133.564808,97.2900390625,-5.79833984375,51.6357421875
1385095133.594229,95.15380859375,17.333984375,50.1708984375
1385095133.62356,85.02197265625,-5.18798828125,50.537109375
1385095133.653734,66.40625,-0.6103515625,54.99267578125
1385095133.684399,23.37646484375,-31.92138671875,44.12841796875
1385095133.715176,7.2021484375,-18.06640625,50.4150390625
1385095133.745685,-7.4462890625,-16.357421875,44.86083984375
1385095133.776637,1.220703125,-17.9443359375,38.14697265625
1385095133.806955,3.47900390625,4.82177734375,37.841796875
1385095133.833866,14.34326171875,22.216796875,37.17041015625
1385095133.864219,23.98681640625,1.953125,36.376953125
1385095133.894522,17.76123046875,19.775390625,42.41943359375
1385095133.924514,15.07568359375,-7.99560546875,37.78076171875
1385095133.954074,-3.662109375,-8.7890625,28.80859375
1385095133.984706,-6.89697265625,-14.34326171875,27.2216796875
