time,gyro.x,gyro.y,gyro.z
1385512370.733926,-11.77978515625,0.67138671875,1.3427734375
1385512370.754577,-5.859375,1.3427734375,1.40380859375
1385512370.773898,-1.5869140625,-2.197265625,2.8076171875
1385512370.792223,0.18310546875,-4.21142578125,2.13623046875
1385512370.807225,2.685546875,-4.57763671875,3.11279296875
1385512370.825573,2.197265625,-4.8828125,2.197265625
1385512370.84423,-4.57763671875,-3.35693359375,1.46484375
1385512370.862907,-2.9296875,4.94384765625,4.2724609375
1385512370.88287,-4.94384765625,-1.03759765625,-0.30517578125
1385512370.90118,-2.5634765625,6.2255859375,-2.9296875
1385512370.916322,-4.8828125,-6.04248046875,-2.25830078125
1385512370.938676,-6.9580078125,-0.67138671875,4.08935546875
1385512370.954796,-11.65771484375,7.38525390625,7.9345703125
1385512370.970798,-8.60595703125,9.21630859375,6.4697265625
1385512370.990548,-5.4931640625,6.77490234375,2.3193359375
1385512371.008796,-1.77001953125,3.0517578125,-3.90625
1385512371.031856,-8.48388671875,-6.103515625,-8.4228515625
1385512371.062466,-4.08935546875,-11.71875,2.01416015625
1385512371.09223,-5.79833984375,6.65283203125,-1.220703125
1385512371.122297,-62.56103515625,35.94970703125,-26.85546875
1385512371.151585,-62.19482421875,-4.638671875,-25.7568359375
1385512371.181764,-29.72412109375,-25.45166015625,1.40380859375
1385512371.21222,14.0380859375,-33.14208984375,18.5546875
1385512371.242454,37.4755859375,-37.17041015625,31.1279296875
1385512371.272862,30.1513671875,-25.2685546875,40.1611328125
1385512371.302561,4.638671875,20.32470703125,48.7060546875
1385512371.332795,-16.05224609375,22.52197265625,58.59375
1385512371.362953,-39.6728515625,5.2490234375,56.396484375
1385512371.389588,-34.72900390625,2.8076171875,59.5703125
1385512371.420089,4.94384765625,-32.470703125,64.5751953125
1385512371.451026,8.85009765625,-2.44140625,63.232421875
1385512371.480297,22.5830078125,0.30517578125,63.17138671875
1385512371.513507,28.74755859375,8.36181640625,64.51416015625
1385512371.539987,-13.671875,26.42822265625,65.0634765625
1385512371.573079,-13.427734375,9.58251953125,63.04931640625
1385512371.603749,-7.32421875,-22.5830078125,63.65966796875
1385512371.633133,-2.99072265625,-20.1416015625,63.04931640625
1385512371.659836,3.47900390625,2.685546875,59.50927734375
1385512371.701156,19.71435546875,-2.62451171875,53.8330078125
1385512371.733634,7.568359375,10.31494140625,59.26513671875
1385512371.762804,-4.21142578125,22.216796875,55.419921875
1385512371.792656,-5.2490234375,-2.5634765625,55.17578125
1385512371.822494,9.09423828125,-39.85595703125,49.072265625
1385512371.825867,-13.73291015625,-2.685546875,51.69677734375
1385512371.853838,11.8408203125,43.51806640625,49.6826171875
1385512371.864875,5.126953125,76.96533203125,49.37744140625
1385512371.879143,-17.39501953125,131.7138671875,44.37255859375
1385512371.895129,-25.87890625,154.6630859375,42.05322265625
1385512371.910218,-15.7470703125,162.90283203125,44.5556640625
1385512371.939391,-30.3955078125,141.845703125,44.98291015625
1385512371.955396,-21.1181640625,100.09765625,38.87939453125
1385512372.002378,-11.04736328125,45.8984375,37.4755859375
1385512372.007,16.78466796875,4.08935546875,40.283203125
1385512372.03641,44.0673828125,-13.48876953125,36.56005859375
1385512372.048002,53.3447265625,-27.9541015625,34.423828125
1385512372.067274,36.80419921875,10.8642578125,33.69140625
1385512372.078678,39.794921875,23.193359375,38.6962890625
1385512372.096906,16.05224609375,56.7626953125,30.1513671875
1385512372.10784,4.7607421875,44.12841796875,31.18896484375
1385512372.12634,-18.06640625,59.99755859375,34.36279296875
1385512372.16457,-45.5322265625,36.7431640625,26.55029296875
1385512372.179428,-32.5927734375,3.41796875,31.494140625
1385512372.190937,-32.71484375,15.68603515625,31.31103515625
1385512372.209388,-14.6484375,-6.9580078125,31.8603515625
1385512372.224877,-14.0380859375,-12.14599609375,24.84130859375
1385512372.255138,2.86865234375,-1.77001953125,20.6298828125
1385512372.269523,16.9677734375,26.3671875,27.099609375
1385512372.28049,30.33447265625,16.05224609375,23.3154296875
1385512372.303098,15.9912109375,32.1044921875,20.99609375
1385512372.31506,-2.8076171875,35.70556640625,21.240234375
1385512372.344767,2.44140625,13.12255859375,21.1181640625
1385512372.374945,-30.8837890625,-6.7138671875,16.17431640625
1385512372.390171,-32.71484375,-0.244140625,17.4560546875
1385512372.405481,-20.751953125,-26.67236328125,19.775390625
1385512372.436117,-9.58251953125,-28.62548828125,16.6015625
1385512372.450651,-30.76171875,-0.54931640625,16.11328125
1385512372.461513,-21.8505859375,0.18310546875,14.404296875
1385512372.483308,-7.75146484375,19.22607421875,15.7470703125
1385512372.495335,-6.04248046875,17.333984375,19.8974609375
1385512372.513862,-2.99072265625,27.099609375,20.56884765625
1385512372.524865,-2.86865234375,18.37158203125,16.17431640625
1385512372.540086,-14.5263671875,13.5498046875,17.4560546875
1385512372.555241,-14.2822265625,20.99609375,15.625
1385512372.573535,8.48388671875,-3.7841796875,18.85986328125
1385512372.585269,0.0,17.2119140625,20.69091796875
1385512372.60092,2.8076171875,-3.47900390625,18.310546875
1385512372.632456,-9.58251953125,-10.6201171875,16.2353515625
1385512372.643609,-10.07080078125,-0.8544921875,19.71435546875
1385512372.662932,1.77001953125,-15.7470703125,25.146484375
1385512372.673611,-0.30517578125,-6.16455078125,23.8037109375
1385512372.693552,-17.39501953125,4.5166015625,23.4375
1385512372.724472,-11.16943359375,-14.892578125,24.59716796875
1385512372.735591,-10.31494140625,0.54931640625,22.4609375
