time,gyro.x,gyro.y,gyro.z
1385094849.271512,-0.79345703125,-0.1220703125,0.67138671875
1385094849.290528,1.3427734375,0.06103515625,-1.220703125
1385094849.308904,0.3662109375,0.42724609375,1.5869140625
1385094849.3278,-2.5634765625,1.40380859375,1.5869140625
1385094849.346967,-2.13623046875,2.44140625,1.953125
1385094849.36527,-1.3427734375,2.86865234375,-6.16455078125
1385094849.381308,-2.99072265625,-1.15966796875,-3.662109375
1385094849.400373,-3.0517578125,-2.99072265625,9.70458984375
1385094849.418841,5.0048828125,1.89208984375,-9.70458984375
1385094849.437915,-3.35693359375,-2.01416015625,4.8828125
1385094849.452232,-0.18310546875,3.662109375,1.64794921875
1385094849.470524,-3.23486328125,-3.11279296875,7.38525390625
1385094849.488841,-1.03759765625,5.859375,6.591796875
1385094849.507865,-7.50732421875,5.2490234375,2.13623046875
1385094849.527223,-7.38525390625,-2.50244140625,5.92041015625
1385094849.54138,3.84521484375,-6.16455078125,9.94873046875
1385094849.579033,6.77490234375,-12.451171875,17.822265625
1385094849.609216,6.28662109375,-22.5830078125,33.99658203125
1385094849.638842,-17.51708984375,-15.7470703125,39.00146484375
1385094849.668816,-41.8701171875,-0.42724609375,62.43896484375
1385094849.698395,-54.19921875,16.4794921875,66.7724609375
1385094849.72907,12.14599609375,-4.57763671875,73.1201171875
1385094849.748332,10.25390625,10.1318359375,73.42529296875
1385094849.760005,15.44189453125,-2.5634765625,63.04931640625
1385094849.788332,23.37646484375,29.11376953125,73.6083984375
1385094849.818772,5.31005859375,10.6201171875,76.2939453125
1385094849.849516,-6.28662109375,-14.58740234375,72.6318359375
1385094849.880468,-26.06201171875,-3.11279296875,80.810546875
1385094849.910772,-23.49853515625,-15.5029296875,72.1435546875
1385094849.940538,11.962890625,-34.423828125,68.7255859375
1385094849.970673,34.1796875,-6.53076171875,76.416015625
1385094850.000713,12.3291015625,23.86474609375,65.5517578125
1385094850.049978,-14.892578125,17.88330078125,62.98828125
1385094850.079824,-13.61083984375,-23.8037109375,63.1103515625
1385094850.10893,-16.90673828125,-46.08154296875,60.1806640625
1385094850.138299,-20.263671875,-25.634765625,52.8564453125
1385094850.169292,-9.1552734375,11.23046875,61.03515625
1385094850.200771,15.2587890625,25.45166015625,52.30712890625
1385094850.232536,4.82177734375,24.59716796875,45.83740234375
1385094850.263872,6.53076171875,-10.498046875,50.1708984375
1385094850.294346,10.43701171875,-34.0576171875,47.8515625
1385094850.32541,-17.27294921875,-22.15576171875,40.0390625
1385094850.35519,-4.150390625,-5.43212890625,42.90771484375
1385094850.388556,-16.7236328125,16.11328125,-7.14111328125
1385094850.419681,-4.150390625,-6.2255859375,-44.43359375
1385094850.449562,-5.0048828125,11.04736328125,-64.63623046875
1385094850.480205,-2.50244140625,-5.7373046875,-89.35546875
1385094850.510725,18.73779296875,-12.75634765625,-110.90087890625
1385094850.540727,18.798828125,15.380859375,-116.88232421875
1385094850.572655,28.076171875,1.0986328125,-123.22998046875
1385094850.592102,18.00537109375,8.60595703125,-130.615234375
1385094850.6221,0.6103515625,12.451171875,-137.8173828125
1385094850.647641,-10.1318359375,6.7138671875,-142.63916015625
1385094850.711724,-9.21630859375,-0.6103515625,-153.1982421875
1385094850.768649,2.9296875,6.77490234375,-159.3017578125
1385094850.798916,5.92041015625,15.44189453125,-167.1142578125
1385094850.828376,-4.08935546875,17.39501953125,-168.9453125
1385094850.858397,-10.6201171875,13.00048828125,-166.56494140625
1385094850.889165,-5.859375,0.3662109375,-165.1611328125
1385094850.919401,-2.62451171875,-16.2353515625,-175.1708984375
1385094850.949984,-18.85986328125,-15.19775390625,-181.33544921875
1385094850.979759,-22.76611328125,5.0048828125,-179.87060546875
1385094850.99236,-21.05712890625,14.83154296875,-179.01611328125
1385094851.010534,-14.95361328125,20.3857421875,-175.96435546875
1385094851.041489,-6.34765625,17.15087890625,-172.2412109375
1385094851.07164,14.0380859375,-7.568359375,-177.734375
1385094851.101284,2.99072265625,-2.86865234375,-181.0302734375
1385094851.129651,-8.7890625,7.62939453125,-182.80029296875
1385094851.14897,-7.080078125,7.87353515625,-181.45751953125
1385094851.159833,-16.66259765625,-1.0986328125,-181.33544921875
1385094851.195118,-0.8544921875,-2.99072265625,-175.10986328125
1385094851.223602,-7.2021484375,8.4228515625,-178.89404296875
1385094851.250065,-10.31494140625,7.14111328125,-187.56103515625
1385094851.280158,-8.36181640625,-7.568359375,-186.58447265625
1385094851.309952,-5.55419921875,6.103515625,-180.48095703125
1385094851.344887,5.43212890625,13.85498046875,-179.931640625
1385094851.375483,6.34765625,-3.7841796875,-182.7392578125
1385094851.40562,-7.32421875,-8.36181640625,-186.34033203125
1385094851.431783,-25.634765625,19.8974609375,-179.0771484375
1385094851.450328,-13.12255859375,2.62451171875,-176.7578125
1385094851.465427,-10.3759765625,1.8310546875,-181.0302734375
1385094851.498171,-12.5732421875,5.67626953125,-178.7109375
1385094851.513261,5.67626953125,-12.451171875,-181.57958984375
1385094851.539536,-6.4697265625,-5.615234375,-180.7861328125
1385094851.57078,-15.44189453125,21.54541015625,-185.05859375
1385094851.63211,12.6953125,-2.99072265625,-175.78125
1385094851.661509,-7.38525390625,7.87353515625,-173.76708984375
1385094851.692502,-10.68115234375,-3.7841796875,-182.2509765625
1385094851.721852,-16.9677734375,4.08935546875,-183.53271484375
1385094851.750886,-12.939453125,17.15087890625,-180.7861328125
1385094851.780888,-6.8359375,5.0048828125,-177.79541015625
1385094851.811242,9.33837890625,11.1083984375,-174.072265625
1385094851.843083,-8.4228515625,-4.08935546875,-180.419921875
1385094851.873946,-12.3291015625,12.02392578125,-144.83642578125
1385094851.903129,-24.169921875,16.357421875,-63.96484375
1385094851.933379,-15.31982421875,26.42822265625,-6.28662109375
1385094851.962479,0.42724609375,19.6533203125,25.634765625
1385094852.014819,-4.150390625,18.5546875,77.63671875
1385094852.028892,11.65771484375,20.751953125,104.55322265625
1385094852.043854,-2.62451171875,9.46044921875,104.55322265625
1385094852.07308,0.48828125,11.474609375,127.8076171875
1385094852.103259,7.6904296875,-20.20263671875,136.71875
1385094852.138491,8.36181640625,-22.5830078125,154.60205078125
1385094852.166461,-4.638671875,-8.97216796875,163.14697265625
1385094852.196275,-10.92529296875,3.72314453125,171.9970703125
1385094852.225666,-5.37109375,5.2490234375,176.025390625
1385094852.286926,7.87353515625,-17.76123046875,181.396484375
1385094852.320732,-6.7138671875,1.03759765625,191.40625
1385094852.331925,18.4326171875,-23.01025390625,189.208984375
1385094852.361869,-15.19775390625,3.84521484375,189.453125
1385094852.392218,-1.28173828125,5.18798828125,198.3642578125
1385094852.440655,0.67138671875,-3.173828125,200.37841796875
1385094852.482291,-3.662109375,1.40380859375,200.25634765625
1385094852.500707,15.56396484375,2.86865234375,201.7822265625
1385094852.512339,15.380859375,-12.3291015625,195.61767578125
1385094852.531112,-1.15966796875,-7.568359375,196.8994140625
1385094852.543188,2.01416015625,1.03759765625,195.00732421875
1385094852.572666,2.86865234375,-0.79345703125,203.18603515625
1385094852.59177,-13.85498046875,3.23486328125,196.4111328125
1385094852.602708,-4.150390625,-15.0146484375,196.59423828125
1385094852.621158,1.5869140625,-24.96337890625,203.43017578125
1385094852.632846,-9.33837890625,-3.35693359375,202.880859375
1385094852.651356,-12.39013671875,-5.37109375,196.59423828125
1385094852.662819,-9.033203125,-24.84130859375,199.0966796875
1385094852.693197,-1.28173828125,-2.197265625,202.7587890625
1385094852.711645,1.708984375,-3.60107421875,189.8193359375
1385094852.722961,-6.9580078125,-8.97216796875,195.61767578125
1385094852.730629,-15.625,2.3193359375,196.533203125
1385094852.771815,2.3193359375,5.0048828125,198.486328125
